cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness
91101,1253,3268,607,0.552272
91201,1241,3418,596,0.561884
91301,1267,3232,599,0.591319
91401,1307,3330,601,0.579392
91501,1269,3389,601,0.552306
91601,1299,3396,604,0.559959
91701,1242,3361,597,0.57599
91801,1279,3333,610,0.556862
91901,1301,3358,594,0.547538
92001,1257,3338,619,0.558535
92101,1290,3305,617,0.566415
92201,1221,3308,594,0.557087
92301,1303,3403,618,0.57025
92401,1302,3421,627,0.545655
92501,1280,3391,614,0.560341
92601,1223,3272,612,0.554753
92701,1296,3309,614,0.575001
92801,1310,3353,620,0.554439
92901,1327,3400,627,0.557848
93001,1313,3339,610,0.562873
93101,1315,3357,604,0.548612
93201,1341,3366,617,0.567881
93301,1277,3302,609,0.573953
93401,1292,3385,607,0.574512
93501,1283,3465,614,0.545089
93601,1325,3380,625,0.542918
93701,1299,3384,612,0.572773
93801,1291,3385,622,0.562662
93901,1291,3347,617,0.542322
94001,1331,3405,629,0.538925
94101,1287,3335,631,0.560634
94201,1331,3471,627,0.546167
94301,1325,3287,633,0.543859
94401,1298,3459,621,0.523315
94501,1321,3396,630,0.571509
94601,1316,3457,651,0.544004
94701,1339,3522,640,0.560246
94801,1379,3446,645,0.552791
94901,1320,3463,638,0.558254
95001,1276,3388,635,0.553078
95101,1313,3454,632,0.550774
95201,1325,3443,632,0.579122
95301,1293,3412,640,0.56848
95401,1341,3525,651,0.558659
95501,1283,3419,648,0.577194
95601,1365,3559,649,0.559137
95701,1362,3571,654,0.547186
95801,1347,3632,655,0.53112
95901,1316,3520,641,0.554386
96001,1292,3427,634,0.581132
96101,1313,3475,650,0.550497
96201,1329,3462,640,0.559449
96301,1366,3510,662,0.559435
96401,1328,3533,640,0.582754
96501,1379,3526,654,0.55701
96601,1326,3419,654,0.560731
96701,1348,3485,647,0.544988
96801,1340,3453,661,0.552158
96901,1327,3556,668,0.547715
97001,1339,3566,650,0.549583
97101,1350,3473,660,0.551074
97201,1357,3517,672,0.569863
97301,1345,3496,663,0.569886
97401,1348,3572,665,0.537255
97501,1404,3530,648,0.551611
97601,1355,3643,666,0.547206
97701,1359,3519,664,0.546656
97801,1344,3608,672,0.546044
97901,1368,3557,666,0.557328
98001,1395,3591,673,0.563927
98101,1363,3511,680,0.560484
98201,1383,3465,689,0.565336
98301,1378,3656,694,0.540398
98401,1427,3536,688,0.561845
98501,1414,3665,683,0.567859
98601,1399,3570,694,0.567001
98701,1395,3604,685,0.555713
98801,1414,3599,678,0.566014
98901,1399,3656,697,0.562132
99001,1475,3771,685,0.56318
99101,1359,3525,701,0.578076
99201,1411,3617,691,0.564796
99301,1439,3697,706,0.576659
99401,1445,3632,702,0.580703
99501,1447,3811,691,0.545406
99601,1440,3736,696,0.543916
99701,1459,3716,690,0.555765
99801,1454,3788,693,0.564534
99901,1432,3668,706,0.562732
100001,1451,3769,697,0.535561
100101,1410,3741,702,0.549812
100201,1475,3655,706,0.560287
100301,1455,3655,699,0.542997
100401,1430,3692,706,0.556277
100501,1458,3833,719,0.548696
100601,1475,3776,704,0.550609
100701,1438,3720,711,0.540563
100801,1462,3710,703,0.554675
100901,1467,3805,721,0.552506
101001,1455,3758,694,0.566043
101101,1450,3723,711,0.567521
101201,1460,3637,719,0.576455
101301,1423,3700,701,0.574741
101401,1493,3878,699,0.551508
101501,1465,3803,705,0.549355
101601,1548,3756,709,0.559321
101701,1516,3849,719,0.552387
101801,1513,3806,714,0.562268
101901,1461,3849,721,0.56511
102001,1482,3784,719,0.570959
102101,1475,3902,724,0.551731
102201,1560,3993,729,0.555327
102301,1451,3829,723,0.566695
102401,1478,3925,726,0.570118
102501,1541,3802,745,0.572803
102601,1509,3956,752,0.560247
102701,1532,4015,754,0.539926
102801,1500,4012,770,0.581101
102901,1560,3750,746,0.579028
103001,1572,3873,757,0.551218
103101,1567,3900,759,0.558317
103201,1476,3961,754,0.555515
103301,1512,3947,740,0.552054
103401,1582,4014,750,0.560644
103501,1518,3970,727,0.555392
103601,1496,3995,748,0.553583
103701,1519,4009,754,0.559921
103801,1487,4068,756,0.554838
103901,1574,3975,747,0.560624
104001,1546,3851,758,0.559032
104101,1553,4012,766,0.552758
104201,1470,3933,750,0.555697
104301,1497,4000,763,0.549865
104401,1536,3934,778,0.537188
104501,1511,3959,768,0.5576
104601,1504,3938,764,0.549818
104701,1547,4055,763,0.544725
104801,1525,3883,755,0.547803
104901,1560,3962,750,0.542986
105001,1541,4019,748,0.552796
105101,1562,4005,761,0.557595
105201,1568,4073,766,0.568643
105301,1511,3958,757,0.554544
105401,1561,4027,765,0.556739
105501,1501,3903,762,0.557643
105601,1533,3933,768,0.566663
105701,1544,3957,762,0.560937
105801,1520,3871,747,0.557651
105901,1604,4075,775,0.539431
106001,1570,4039,765,0.58255
106101,1617,4135,773,0.549084
106201,1575,4142,791,0.573453
106301,1577,4175,772,0.552187
106401,1602,4185,759,0.546128
106501,1548,4145,765,0.555368
106601,1584,4020,782,0.554306
106701,1570,4090,766,0.548116
106801,1626,4155,760,0.548609
106901,1584,4094,763,0.558716
107001,1617,4096,768,0.552962
107101,1564,4051,760,0.550518
107201,1604,4001,763,0.563909
107301,1639,4188,765,0.574142
107401,1631,4135,757,0.550914
107501,1607,4014,767,0.560299
107601,1589,4179,786,0.559731
107701,1608,4122,783,0.554215
107801,1648,4152,773,0.553903
107901,1588,4181,789,0.577338
108001,1653,4144,789,0.542792
108101,1626,4147,770,0.54656
108201,1620,4142,772,0.553862
108301,1615,4216,767,0.55795
108401,1620,4224,785,0.560373
108501,1648,4281,787,0.560184
108601,1559,4157,787,0.562813
108701,1621,4213,773,0.552344
108801,1672,4163,782,0.540762
108901,1601,4072,772,0.554053
109001,1640,4243,754,0.550303
109101,1617,4089,777,0.561577
109201,1674,4308,788,0.56244
109301,1604,4131,780,0.5554
109401,1657,4126,780,0.570468
109501,1643,4120,788,0.565797
109601,1694,4122,780,0.562634
109701,1605,4160,771,0.559457
109801,1646,4176,774,0.568821
109901,1642,4093,790,0.563602
110001,1638,4192,795,0.549149
110101,1591,4186,784,0.545131
110201,1635,4118,796,0.558791
110301,1599,4199,802,0.566032
110401,1592,4155,804,0.562219
110501,1594,4157,783,0.571018
110601,1613,4203,781,0.569046
110701,1657,4237,788,0.568587
110801,1653,4215,792,0.575704
110901,1611,4270,795,0.56489
111001,1621,4400,789,0.550109
111101,1682,4235,800,0.566367
111201,1640,4248,805,0.575529
111301,1623,4178,794,0.569971
111401,1659,4269,803,0.553685
111501,1672,4238,800,0.544449
111601,1687,4169,791,0.545584
111701,1627,4316,792,0.545116
111801,1678,4208,787,0.562647
111901,1608,4218,797,0.549246
112001,1694,4247,798,0.545962
112101,1661,4212,804,0.563582
112201,1678,4327,783,0.58159
112301,1642,4323,788,0.547622
112401,1633,4218,789,0.561332
112501,1685,4387,801,0.556442
112601,1694,4393,807,0.550941
112701,1687,4224,816,0.549374
112801,1631,4229,829,0.572072
112901,1710,4323,812,0.548633
113001,1669,4374,807,0.552222
113101,1723,4332,822,0.553595
113201,1680,4338,809,0.563149
113301,1674,4272,828,0.553879
113401,1686,4364,831,0.557509
113501,1702,4466,823,0.540017
113601,1696,4337,834,0.561311
113701,1702,4314,817,0.572591
113801,1703,4480,833,0.554007
113901,1692,4399,830,0.549773
114001,1750,4411,826,0.548421
114101,1719,4529,836,0.543812
114201,1712,4312,819,0.583209
114301,1653,4413,821,0.568916
114401,1687,4383,826,0.543615
114501,1692,4471,829,0.534047
114601,1748,4456,848,0.549666
114701,1730,4417,846,0.569522
114801,1686,4360,842,0.566786
114901,1763,4439,849,0.54528
115001,1724,4574,845,0.567969
115101,1760,4550,847,0.554603
115201,1778,4587,842,0.543555
115301,1763,4463,864,0.564806
115401,1755,4450,859,0.550004
115501,1805,4651,860,0.55322
115601,1767,4594,866,0.551365
115701,1739,4452,861,0.550551
115801,1750,4528,879,0.556734
115901,1755,4620,873,0.563333
116001,1792,4779,884,0.535247
116101,1768,4528,879,0.557003
116201,1746,4490,860,0.56694
116301,1816,4574,878,0.540276
116401,1803,4641,867,0.553878
116501,1775,4477,867,0.555721
116601,1776,4540,876,0.56687
116701,1812,4526,881,0.569486
116801,1772,4547,879,0.555703
116901,1799,4581,884,0.55942
117001,1858,4651,874,0.537267
117101,1768,4447,872,0.562712
117201,1797,4522,891,0.550207
117301,1852,4688,877,0.555454
117401,1800,4602,884,0.566632
117501,1872,4631,879,0.570526
117601,1844,4647,882,0.537914
117701,1791,4583,895,0.554735
117801,1747,4609,892,0.553523
117901,1832,4629,915,0.562035
118001,1834,4690,901,0.551393
118101,1872,4758,907,0.561124
118201,1853,4652,897,0.567768
118301,1905,4766,892,0.549175
118401,1880,4802,906,0.552453
118501,1856,4766,892,0.555797
118601,1883,4891,904,0.559541
118701,1834,4615,917,0.55548
118801,1900,4829,915,0.553277
118901,1973,4768,929,0.570412
119001,1913,4792,916,0.561021
119101,1917,4698,913,0.563975
119201,1890,4899,953,0.564021
119301,1934,4749,918,0.557287
119401,1914,4862,914,0.569412
119501,1920,4861,912,0.560868
119601,1913,4991,920,0.54382
119701,1938,4856,926,0.560172
119801,1956,4906,911,0.572282
119901,1924,4896,906,0.568374
120001,1905,4762,913,0.562756
120101,1949,4908,925,0.572406
120201,1907,4790,929,0.557197
120301,1946,4937,941,0.57191
120401,1989,4972,925,0.570567
120501,1931,4994,918,0.550831
120601,1964,4919,953,0.561727
120701,1955,4842,926,0.566756
120801,1994,4994,932,0.557043
120901,1969,4984,939,0.566046
121001,1946,5003,934,0.555381
121101,2001,4957,936,0.55774
121201,1965,5061,925,0.557602
121301,2002,5239,936,0.563324
121401,1982,5170,920,0.550009
121501,1975,5081,927,0.555159
121601,2017,4962,939,0.562047
121701,2057,5092,917,0.566733
121801,2017,5255,938,0.546341
121901,2024,5159,948,0.531182
122001,2036,5028,938,0.551032
122101,2040,5160,937,0.551178
122201,1967,4936,933,0.567675
122301,2002,5038,923,0.555682
122401,1998,5033,940,0.580064
122501,2086,5026,947,0.549322
122601,2071,5051,947,0.556928
122701,1997,5041,934,0.551938
122801,2081,5049,956,0.562614
122901,2076,5202,955,0.560659
123001,2047,5118,965,0.566432
123101,2092,5063,958,0.543907
123201,1985,5119,970,0.560892
123301,2093,5174,948,0.559894
123401,2103,5263,956,0.570525
123501,2047,5235,948,0.543054
123601,2029,5282,958,0.575948
123701,2068,5159,958,0.544851
123801,2035,5153,958,0.550827
123901,2086,5338,979,0.55598
124001,2138,5286,984,0.575118
124101,2069,5301,985,0.5635
124201,2085,5277,994,0.552541
124301,2053,5321,985,0.560018
124401,2128,5363,973,0.566994
124501,2109,5282,973,0.566311
124601,2119,5346,991,0.562799
124701,2050,5206,968,0.544933
124801,2136,5367,994,0.533397
124901,2137,5232,977,0.568466
125001,2115,5483,970,0.563487
125101,2102,5396,985,0.564376
125201,2141,5349,984,0.558946
125301,2141,5436,975,0.553481
125401,2182,5527,970,0.552032
125501,2071,5386,994,0.559223
125601,2164,5420,987,0.561371
125701,2178,5499,984,0.571536
125801,2211,5584,977,0.536207
125901,2170,5464,1007,0.544471
126001,2134,5457,995,0.553925
126101,2183,5374,1004,0.559537
126201,2190,5495,997,0.551122
126301,2188,5429,1017,0.544046
126401,2210,5504,1026,0.561241
126501,2212,5613,1006,0.561154
126601,2216,5467,1009,0.559258
126701,2240,5506,1020,0.55489
126801,2232,5624,1015,0.557107
126901,2183,5574,1033,0.550898
127001,2204,5476,1047,0.565069
127101,2238,5481,1028,0.56544
127201,2195,5522,1024,0.568541
127301,2245,5544,1027,0.554569
127401,2279,5652,1026,0.56674
127501,2268,5482,1047,0.557949
127601,2241,5679,1035,0.560559
127701,2229,5625,1023,0.567973
127801,2219,5625,1028,0.544249
127901,2209,5494,1031,0.566838
128001,2234,5792,1036,0.544586
128101,2282,5717,1035,0.553785
128201,2214,5611,1026,0.55115
128301,2258,5763,1045,0.548705
128401,2237,5716,1037,0.546685
128501,2262,5661,1027,0.561297
128601,2260,5704,1037,0.562975
128701,2270,5658,1023,0.564295
128801,2320,5741,1038,0.557957
128901,2249,5646,1042,0.569987
129001,2252,5786,1027,0.559578
129101,2299,5710,1027,0.559542
129201,2270,5835,1029,0.537248
129301,2289,5735,1044,0.556835
129401,2237,5735,1050,0.54668
129501,2328,5780,1066,0.568636
129601,2253,5752,1065,0.551041
129701,2319,5754,1047,0.539795
129801,2315,5735,1059,0.550084
129901,2341,5768,1069,0.564514
130001,2313,5712,1073,0.555904
130101,2356,5870,1096,0.555421
130201,2324,5987,1078,0.547152
130301,2359,5862,1092,0.549861
130401,2351,5731,1079,0.553628
130501,2304,5796,1076,0.56003
130601,2378,5937,1088,0.557562
130701,2321,5922,1069,0.546214
130801,2352,5811,1074,0.553918
130901,2355,5967,1059,0.543715
131001,2377,5936,1057,0.559007
131101,2339,5831,1057,0.548639
131201,2358,5782,1065,0.559843
131301,2360,5843,1064,0.571215
131401,2375,5869,1064,0.55932
131501,2428,6108,1074,0.54626
131601,2322,5969,1085,0.550479
131701,2426,6044,1082,0.570985
131801,2317,5921,1104,0.570102
131901,2355,5799,1087,0.558512
132001,2380,5854,1080,0.568186
132101,2432,5967,1070,0.553994
132201,2396,5951,1093,0.554212
132301,2417,6114,1097,0.548103
132401,2413,6150,1101,0.569337
132501,2403,6152,1088,0.560861
132601,2495,5932,1064,0.555792
132701,2462,6025,1088,0.557736
132801,2382,6012,1111,0.550598
132901,2453,6200,1102,0.553809
133001,2382,6061,1100,0.548011
133101,2456,6124,1087,0.56172
133201,2409,6082,1089,0.565352
133301,2452,6074,1101,0.555279
133401,2411,6135,1110,0.545942
133501,2406,5996,1118,0.567881
133601,2524,6185,1111,0.556169
133701,2488,6269,1110,0.550874
133801,2437,6156,1095,0.555564
133901,2448,6250,1119,0.557612
134001,2509,6293,1128,0.574024
134101,2434,6201,1134,0.544591
134201,2536,6316,1136,0.540732
134301,2523,6177,1135,0.564475
134401,2557,6516,1148,0.56137
134501,2458,6254,1143,0.55568
134601,2508,6432,1146,0.56335
134701,2542,6394,1165,0.571176
134801,2529,6438,1151,0.565507
134901,2500,6472,1125,0.567741
135001,2539,6500,1155,0.547181
135101,2594,6314,1145,0.566461
135201,2561,6464,1145,0.563532
135301,2569,6479,1152,0.547516
135401,2584,6357,1156,0.568355
135501,2573,6503,1161,0.556709
135601,2592,6605,1143,0.542092
135701,2612,6544,1179,0.571683
135801,2520,6546,1141,0.559949
135901,2577,6519,1164,0.542387
136001,2573,6540,1177,0.556279
136101,2618,6513,1179,0.549645
136201,2617,6540,1170,0.554596
136301,2642,6465,1179,0.553613
136401,2717,6685,1178,0.55445
136501,2698,6685,1174,0.559249
136601,2693,6684,1170,0.561413
136701,2617,6541,1161,0.551352
136801,2704,6649,1168,0.57132
136901,2644,6606,1160,0.560419
137001,2660,6594,1186,0.559167
137101,2814,6721,1195,0.565396
137201,2699,6847,1169,0.554817
137301,2718,6761,1200,0.557977
137401,2738,6694,1193,0.567714
137501,2801,6863,1200,0.549271
137601,2667,6717,1188,0.555083
137701,2674,6699,1216,0.552449
137801,2836,6767,1212,0.566071
137901,2776,6920,1200,0.555397
138001,2726,6816,1208,0.541736
138101,2770,6775,1205,0.556868
138201,2765,6869,1223,0.549229
138301,2808,6992,1229,0.548248
138401,2750,6796,1205,0.554478
138501,2798,7151,1213,0.535472
138601,2832,6823,1252,0.56151
138701,2820,6967,1227,0.55114
138801,2722,6937,1270,0.572547
138901,2777,6910,1231,0.552802
139001,2872,6971,1241,0.559184
139101,2852,6933,1250,0.561763
139201,2848,7110,1237,0.560979
139301,2815,6987,1244,0.567035
139401,2865,6998,1261,0.575097
139501,2841,7159,1256,0.566864
139601,2853,7113,1271,0.558648
139701,2850,7125,1285,0.56235
139801,2793,7184,1259,0.550537
139901,2883,7200,1271,0.546492
140001,2953,7160,1250,0.551863
140101,2904,7240,1286,0.561816
140201,2926,7135,1255,0.566578
140301,2909,7160,1261,0.55208
140401,2937,7124,1261,0.54695
140501,2876,7317,1290,0.561363
140601,2923,7221,1267,0.550238
140701,2932,7361,1266,0.558
140801,3005,7421,1286,0.56232
140901,3019,7433,1292,0.553896
141001,3015,7434,1278,0.564235
141101,3026,7469,1307,0.556232
141201,2948,7339,1275,0.547365
141301,3041,7457,1299,0.547559
141401,3007,7467,1272,0.549763
141501,3015,7530,1282,0.544154
141601,3027,7513,1281,0.557302
141701,3019,7468,1290,0.556809
141801,3025,7448,1314,0.561612
141901,3099,7610,1315,0.568391
142001,2998,7644,1307,0.562723
142101,2999,7538,1304,0.55603
142201,3117,7554,1319,0.55076
142301,3144,7667,1329,0.556428
142401,3067,7496,1339,0.556289
142501,3050,7508,1330,0.556845
142601,3043,7575,1328,0.540711
142701,3158,7526,1327,0.556982
142801,3117,7838,1336,0.559024
142901,3204,7672,1352,0.557544
143001,3211,7816,1333,0.556892
143101,3228,7921,1334,0.558823
143201,3138,7763,1341,0.564662
143301,3129,7845,1323,0.554576
143401,3179,7930,1331,0.553655
143501,3268,7889,1339,0.561063
143601,3214,7886,1342,0.558615
143701,3305,8064,1335,0.559388
143801,3283,7837,1346,0.573182
143901,3251,7881,1344,0.558034
144001,3232,8150,1345,0.572143
144101,3192,8075,1349,0.559578
144201,3269,8045,1368,0.555423
144301,3262,8001,1371,0.55603
144401,3235,8045,1352,0.558192
144501,3306,8123,1360,0.55299
144601,3341,8261,1361,0.561871
144701,3400,8213,1382,0.554366
144801,3286,7952,1359,0.5652
144901,3371,8293,1354,0.55685
145001,3446,8160,1369,0.562387
145101,3363,8259,1373,0.555601
145201,3408,8171,1362,0.562256
145301,3414,8325,1371,0.561985
145401,3367,8387,1385,0.560428
145501,3475,8427,1378,0.569037
145601,3433,8311,1379,0.566105
145701,3493,8460,1398,0.560086
145801,3482,8432,1399,0.55319
145901,3483,8539,1396,0.560325
146001,3489,8490,1390,0.566742
146101,3584,8450,1403,0.566639
146201,3530,8582,1408,0.574836
146301,3522,8629,1398,0.55735
146401,3517,8565,1405,0.551214
146501,3528,8689,1412,0.550465
146601,3560,8564,1407,0.567213
146701,3572,8728,1413,0.552041
146801,3586,8800,1401,0.551738
146901,3638,8732,1416,0.549812
147001,3652,8879,1430,0.560977
147101,3579,8887,1421,0.554812
147201,3700,8875,1417,0.567861
147301,3671,8823,1430,0.551881
147401,3663,8903,1439,0.548305
147501,3618,9038,1470,0.553214
147601,3705,8905,1482,0.552915
147701,3685,8917,1443,0.544114
147801,3668,9075,1450,0.553211
147901,3732,8899,1485,0.554016
148001,3766,8938,1500,0.574489
148101,3784,8890,1499,0.572464
148201,3783,9232,1469,0.553684
148301,3768,8985,1460,0.559881
148401,3796,9197,1496,0.547202
148501,3758,9025,1466,0.550056
148601,3934,9256,1480,0.565087
148701,3827,9226,1515,0.549072
148801,3852,9197,1491,0.561185
148901,3824,9188,1462,0.54186
149001,3892,9363,1476,0.553011
149101,3866,9160,1495,0.552038
149201,3844,9302,1521,0.558728
149301,3973,9379,1540,0.553051
149401,3846,9314,1523,0.549808
149501,3963,9582,1502,0.563554
149601,3910,9384,1511,0.562436
149701,4052,9558,1502,0.573651
149801,4060,9793,1530,0.55989
149901,3965,9626,1516,0.550725
150001,4066,9642,1537,0.565201
150101,4031,9574,1527,0.556047
150201,4040,9811,1556,0.548467
150301,4059,9621,1532,0.559208
150401,4003,9944,1536,0.553662
150501,4086,9747,1563,0.566412
150601,4096,9930,1547,0.564563
150701,4144,9804,1571,0.563739
150801,4119,9898,1558,0.551126
150901,4230,10265,1573,0.549985
151001,4104,9847,1551,0.569464
151101,4106,9987,1548,0.566382
151201,4133,10069,1555,0.554324
151301,4181,10156,1556,0.554911
151401,4268,10176,1596,0.562425
151501,4324,10311,1586,0.557674
151601,4243,10343,1555,0.551312
151701,4286,10330,1594,0.559417
151801,4313,10329,1601,0.554425
151901,4293,10276,1588,0.548053
152001,4400,10567,1607,0.554617
152101,4424,10361,1614,0.556419
152201,4334,10511,1612,0.558514
152301,4330,10414,1601,0.55939
152401,4366,10581,1609,0.554601
152501,4365,10634,1630,0.549956
152601,4439,10793,1616,0.558581
152701,4367,10696,1629,0.549516
152801,4390,10553,1613,0.553162
152901,4453,10690,1644,0.555461
153001,4503,10703,1642,0.552751
153101,4422,10845,1656,0.554543
153201,4516,11016,1669,0.561191
153301,4624,10789,1669,0.554735
153401,4541,11154,1664,0.565752
153501,4730,11023,1718,0.5572
153601,4702,11056,1692,0.558728
153701,4618,11186,1658,0.555938
153801,4753,11204,1678,0.558793
153901,4717,11368,1686,0.555739
154001,4877,11356,1708,0.557313
154101,4792,11427,1708,0.548777
154201,4860,11280,1701,0.563257
154301,4768,11407,1708,0.555358
154401,4834,11444,1694,0.558041
154501,4899,11618,1722,0.557883
154601,4846,11506,1720,0.561334
154701,4887,11732,1719,0.550456
154801,4839,11755,1724,0.553834
154901,4943,11878,1732,0.552589
155001,5025,12010,1741,0.558627
155101,4926,11718,1699,0.549158
155201,5009,12051,1727,0.549608
155301,4978,11828,1727,0.561952
155401,5037,12148,1765,0.549406
155501,5035,11916,1742,0.570487
155601,5109,12137,1758,0.564846
155701,5038,12223,1785,0.5469
155801,5149,12205,1769,0.544818
155901,5092,12261,1785,0.547826
156001,5216,12478,1790,0.559776
156101,5210,12270,1791,0.552391
156201,5323,12288,1784,0.555136
156301,5207,12403,1806,0.553723
156401,5313,12449,1788,0.562923
156501,5279,12689,1807,0.54798
156601,5391,12870,1801,0.549955
156701,5257,12525,1797,0.558897
156801,5422,13015,1811,0.561896
156901,5470,12801,1821,0.561185
157001,5359,12682,1819,0.556128
157101,5500,13054,1830,0.548942
157201,5438,12837,1825,0.564338
157301,5502,13133,1820,0.559232
157401,5619,13310,1849,0.559285
157501,5645,13330,1845,0.556115
157601,5620,13387,1875,0.548413
157701,5630,13286,1879,0.55972
157801,5563,13284,1858,0.561518
157901,5771,13307,1882,0.563505
158001,5821,13659,1861,0.551355
158101,5814,13703,1844,0.555176
158201,5745,13558,1903,0.564603
158301,5851,13673,1881,0.556915
158401,5939,13947,1882,0.553898
158501,5879,13911,1914,0.557972
158601,5907,13636,1897,0.563807
158701,5824,14143,1886,0.550493
158801,5906,14023,1893,0.561431
158901,6028,14236,1913,0.554925
159001,6002,14381,1916,0.547233
159101,6126,14246,1912,0.555289
159201,6088,14442,1905,0.563233
159301,6120,14434,1958,0.559241
159401,6216,14694,1946,0.55767
159501,6189,14574,1968,0.553926
159601,6265,14688,1990,0.562827
159701,6211,14668,1968,0.560796
159801,6328,14685,1972,0.569737
159901,6374,15186,1985,0.552103
160001,6231,15043,2005,0.556426
160101,6336,15098,2015,0.546816
160201,6429,15195,1989,0.558969
160301,6498,15139,1995,0.557854
160401,6613,15607,2000,0.552138
160501,6705,15490,1995,0.563285
160601,6561,15353,1985,0.564877
160701,6713,15907,2045,0.564166
160801,6730,15816,2029,0.560306
160901,6810,15809,2072,0.55215
161001,7011,16195,2081,0.563424
161101,6988,16097,2068,0.560683
161201,7021,16158,2098,0.561856
161301,6949,16262,2084,0.566409
161401,7070,16685,2072,0.559366
161501,7066,16580,2125,0.546107
161601,7033,16487,2125,0.557569
161701,7217,16777,2105,0.553262
161801,7229,16945,2124,0.561032
161901,7318,16867,2129,0.559198
162001,7330,17207,2166,0.555925
162101,7340,16758,2149,0.560505
162201,7506,17493,2176,0.555807
162301,7489,17256,2167,0.553913
162401,7653,17715,2161,0.552213
162501,7545,17728,2166,0.551421
162601,7677,17791,2235,0.556786
162701,7616,18024,2240,0.555365
162801,7871,17949,2239,0.563477
162901,7850,18283,2221,0.554712
163001,8046,18380,2255,0.55018
163101,7981,18494,2250,0.557198
163201,8023,18478,2300,0.549185
163301,8165,18750,2283,0.554421
163401,8176,18846,2292,0.554325
163501,8230,19264,2335,0.559407
163601,8287,19096,2325,0.554592
163701,8361,19228,2336,0.554179
163801,8489,19598,2371,0.549946
163901,8438,19400,2363,0.565282
164001,8537,19896,2392,0.560166
164101,8681,19952,2411,0.557259
164201,8753,20453,2358,0.555907
164301,8881,20319,2402,0.553006
164401,8808,20480,2435,0.550919
164501,9115,21010,2412,0.553387
164601,8998,20663,2436,0.557051
164701,8942,20552,2422,0.557531
164801,9091,20822,2443,0.558166
164901,9105,21128,2464,0.552346
165001,9350,21322,2449,0.564442
165101,9375,21486,2445,0.560823
165201,9404,21482,2467,0.556387
165301,9480,21816,2468,0.556046
165401,9600,22109,2490,0.55622
165501,9724,22052,2550,0.551951
165601,9805,22622,2544,0.553985
165701,9897,22670,2542,0.555617
165801,9929,22972,2581,0.556966
165901,10025,23153,2603,0.550499
166001,10188,23345,2639,0.559178
166101,10168,23751,2672,0.551579
166201,10568,23685,2671,0.552863
166301,10545,24362,2675,0.555259
166401,10558,24402,2711,0.550611
166501,10603,24216,2708,0.561986
166601,10805,24494,2733,0.557613
166701,10845,24776,2692,0.55304
166801,10874,25168,2696,0.551813
166901,11060,25465,2754,0.559922
167001,11192,25398,2756,0.550454
167101,11297,25786,2767,0.565869
167201,11323,25780,2750,0.557675
167301,11428,26079,2788,0.554477
167401,11596,26226,2819,0.551057
167501,11685,26618,2855,0.561941
167601,11733,26766,2840,0.560757
167701,11908,27178,2876,0.558767
167801,12025,27514,2834,0.559451
167901,12153,27563,2877,0.556262
168001,12129,28079,2872,0.551873
168101,12181,28362,2890,0.556562
168201,12341,28056,2911,0.557055
168301,12411,28672,2924,0.558995
168401,12501,28787,2932,0.56254
168501,12517,28742,2958,0.551922
168601,12756,29278,2977,0.556395
168701,12976,29395,3023,0.561937
168801,12998,29649,3018,0.556584
168901,13141,29811,3036,0.556057
169001,13335,30637,3056,0.556331
169101,13636,30542,3062,0.552119
169201,13769,30959,3035,0.557496
169301,13778,31242,3134,0.560559
169401,13860,31697,3118,0.557676
169501,13888,32278,3139,0.552216
169601,14178,31980,3135,0.55764
169701,14224,32489,3160,0.552646
169801,14325,32812,3173,0.55515
169901,14705,33025,3154,0.555895
170001,14796,33883,3181,0.554268
170101,14879,34052,3184,0.555654
170201,15110,34417,3228,0.553176
170301,15265,34403,3275,0.560902
170401,15172,34740,3267,0.558025
170501,15521,35143,3275,0.554884
170601,15607,35618,3313,0.557749
170701,15960,36523,3365,0.554438
170801,16229,36846,3363,0.551441
170901,16484,36889,3370,0.560077
171001,16654,37820,3464,0.557896
171101,16571,37759,3443,0.553805
171201,16820,38442,3485,0.553668
171301,17107,38439,3531,0.560065
171401,17196,38887,3517,0.558065
171501,17523,39760,3550,0.55601
171601,17640,39966,3579,0.554624
171701,17857,40682,3587,0.555143
171801,18027,40969,3606,0.55559
171901,18409,41715,3703,0.554669
172001,18677,41958,3683,0.554783
172101,18884,42474,3753,0.555007
172201,19086,42765,3756,0.557045
172301,19383,43831,3825,0.55837
172401,19591,44261,3861,0.55247
172501,20105,44929,3919,0.558632
172601,20233,45612,3913,0.555898
172701,20394,45804,3933,0.561135
172801,20989,47067,3942,0.550372
172901,21143,47347,4019,0.555382
173001,21630,48453,4054,0.551795
173101,21642,48584,4078,0.558122
173201,22012,49259,4131,0.558944
173301,22521,50427,4159,0.56094
173401,22681,51349,4130,0.554822
173501,23011,51890,4259,0.556603
173601,23335,52308,4197,0.55578
173701,24054,53704,4230,0.560393
173801,24459,54392,4308,0.554974
173901,24517,54876,4348,0.560213
174001,24963,56007,4382,0.557365
174101,25404,56833,4408,0.558257
174201,26037,57905,4439,0.556551
174301,26061,58157,4513,0.557803
174401,26513,59549,4507,0.55609
174501,27017,60361,4586,0.557391
174601,27826,61518,4626,0.560015
174701,27804,62562,4737,0.558658
174801,28177,63361,4730,0.555369
174901,28593,64101,4793,0.557839
175001,29242,65704,4778,0.553676
175101,29610,66484,4924,0.55404
175201,30047,67685,4978,0.558544
