cycle,Population_size,Deleterious_muts,Beneficial_muts,Pct_del_destined_fix
233,2875,2133446,2079,0.389471
234,2862,2131093,2084,0.39159
235,2856,2133788,2076,0.392824
236,2870,2136337,2093,0.394055
237,2909,2142603,2089,0.394543
238,2884,2138890,2069,0.396907
239,2802,2129799,2055,0.40013
240,2887,2137637,2093,0.400343
241,2970,2153574,2091,0.399037
242,2745,2125717,2068,0.405929
243,2828,2129757,2057,0.406969
244,2893,2141866,2076,0.40643
245,2823,2133522,2089,0.409758
246,2797,2130906,2067,0.411914
247,2824,2134441,2094,0.412927
248,2861,2141706,2073,0.413169
249,2888,2147444,2081,0.413655
250,2833,2142637,2073,0.41618
251,2843,2143647,2089,0.417658
252,2897,2148703,2104,0.418417
253,2866,2149669,2100,0.419856
254,2916,2154708,2114,0.42046
255,2738,2130814,2076,0.426868
256,2767,2127677,2056,0.429193
257,2875,2149112,2096,0.426629
258,2922,2158789,2116,0.42635
259,2890,2161194,2122,0.427537
260,2913,2169946,2137,0.427474
261,2873,2169568,2112,0.429168
262,2802,2157218,2122,0.433287
263,2855,2162841,2126,0.433883
264,2896,2174999,2122,0.433064
265,2761,2158240,2091,0.438077
266,2760,2152739,2094,0.440831
267,2787,2154865,2078,0.441975
268,2855,2167094,2134,0.441187
269,2774,2157445,2145,0.444934
270,2858,2168560,2154,0.444218
271,2764,2156226,2127,0.448419
272,2846,2167771,2096,0.447595
273,2805,2161978,2109,0.450392
274,2788,2157997,2111,0.452894
275,2830,2165961,2148,0.45284
276,2796,2163976,2145,0.455007
277,2807,2167299,2139,0.455994
278,2854,2172999,2128,0.456453
279,2750,2159286,2126,0.460996
280,2725,2148004,2139,0.465044
281,2809,2159952,2129,0.464169
282,2742,2148554,2117,0.468268
283,2793,2155820,2103,0.468331
284,2786,2158275,2097,0.469485
285,2765,2153272,2085,0.472379
286,2773,2157441,2080,0.473116
287,2812,2165342,2094,0.473084
288,2718,2153041,2098,0.477409
289,2741,2153794,2071,0.47895
290,2802,2159289,2081,0.47928
291,2775,2158340,2086,0.481203
292,2870,2178782,2078,0.478399
293,2757,2168244,2073,0.482245
294,2766,2166194,2078,0.484364
295,2791,2168534,2077,0.485628
296,2695,2159024,2055,0.489388
297,2779,2168196,2062,0.488988
298,2759,2166462,2119,0.491081
299,2769,2170044,2090,0.491956
300,2746,2164633,2097,0.494905
