cycle,Population_size,Deleterious_muts,Beneficial_muts,Pct_del_destined_fix
225,2787,2104598,2085,0.382596
226,2879,2118805,2094,0.381657
227,2863,2119179,2102,0.383291
228,2923,2129142,2153,0.383217
229,2921,2139854,2150,0.382917
230,2810,2124634,2134,0.38737
231,2839,2123373,2135,0.389266
232,2815,2117965,2142,0.391922
233,2805,2111764,2106,0.394854
234,2838,2117819,2081,0.39542
235,2839,2119821,2079,0.396708
236,2876,2131257,2100,0.396223
237,2836,2129154,2125,0.398297
238,2765,2115621,2063,0.402541
239,2822,2122048,2064,0.403019
240,2844,2125921,2105,0.403899
241,2816,2125508,2080,0.40572
242,2873,2135791,2083,0.405457
243,2839,2131935,2095,0.407937
244,2934,2150108,2096,0.406232
245,2886,2149681,2126,0.408109
246,2880,2149568,2132,0.409769
247,2891,2157146,2167,0.409889
248,2879,2156433,2161,0.4117
249,2840,2151539,2153,0.414229
250,2848,2150852,2115,0.416093
251,2914,2160702,2125,0.415903
252,2821,2149976,2108,0.419696
253,2844,2152166,2103,0.420952
254,2851,2154197,2108,0.422148
255,2865,2155134,2070,0.423627
256,2795,2146254,2094,0.42705
257,2830,2149685,2152,0.428076
258,2782,2142430,2124,0.431117
259,2838,2150011,2128,0.431317
260,2748,2139414,2121,0.435127
261,2823,2148258,2120,0.434947
262,2745,2137784,2096,0.438776
263,2815,2144501,2127,0.439022
264,2818,2151827,2154,0.439191
265,2855,2164233,2154,0.438195
266,2813,2161050,2160,0.440488
267,2839,2163201,2129,0.44161
268,2773,2154238,2137,0.445173
269,2846,2163606,2111,0.444821
270,2746,2148566,2123,0.449665
271,2845,2160184,2147,0.448928
272,2837,2168197,2170,0.44897
273,2819,2170153,2153,0.450173
274,2774,2163505,2172,0.453128
275,2730,2152042,2161,0.45725
276,2856,2169645,2149,0.455193
277,2804,2167087,2133,0.45743
278,2732,2158185,2114,0.461068
279,2740,2155111,2120,0.46335
280,2819,2168254,2166,0.462274
281,2774,2165667,2181,0.464453
282,2812,2171463,2177,0.464887
283,2800,2172469,2166,0.466384
284,2734,2165383,2156,0.469542
285,2849,2181347,2175,0.467688
286,2745,2170733,2187,0.471674
287,2788,2173564,2156,0.472742
288,2818,2179590,2177,0.47316
289,2827,2185045,2165,0.473732
290,2814,2187744,2177,0.474846
291,2693,2169561,2149,0.480539
292,2701,2166356,2159,0.483047
293,2716,2163258,2169,0.485448
294,2764,2170223,2181,0.485471
295,2852,2185590,2196,0.483724
296,2774,2177717,2166,0.487118
297,2776,2178490,2185,0.488567
298,2705,2166358,2179,0.492935
299,2677,2157071,2125,0.496779
300,2767,2171704,2130,0.495085
