cycle,Population_size,Deleterious_muts,Beneficial_muts,Pct_del_destined_fix
75,3191,1779373,1723,0.14951
76,3133,1775884,1725,0.1518
77,3175,1789508,1732,0.152673
78,3101,1780716,1777,0.155465
79,3140,1787463,1773,0.156926
80,3099,1783657,1762,0.159237
81,3163,1800121,1799,0.159821
82,3167,1805955,1809,0.161244
83,3180,1817148,1839,0.162287
84,3203,1828891,1838,0.163224
85,3145,1826551,1819,0.165351
86,3185,1838477,1866,0.166276
87,3157,1838937,1879,0.168176
88,3130,1840737,1891,0.170038
89,3087,1833809,1882,0.17266
90,3193,1855329,1869,0.172591
91,3100,1852317,1892,0.174831
92,3132,1858320,1895,0.176241
93,3094,1856783,1907,0.178296
94,3141,1867232,1884,0.179268
95,3147,1873551,1887,0.180603
96,3141,1875971,1878,0.182317
97,3070,1867500,1900,0.185105
98,3230,1894254,1908,0.18444
99,3098,1883047,1894,0.187481
100,3063,1877611,1929,0.190045
101,3074,1881324,1954,0.191644
102,3139,1898381,1977,0.191867
103,3088,1900411,1943,0.193535
104,3111,1906609,1950,0.194774
105,3113,1909115,1959,0.196366
106,3154,1919362,1980,0.197166
107,3070,1914024,1941,0.199533
108,3123,1923634,1918,0.200435
109,3057,1914031,1896,0.203464
110,3118,1930619,1971,0.203674
111,3052,1923851,1963,0.206167
112,3103,1933162,1965,0.206979
113,3048,1927032,1967,0.209622
114,3074,1932976,1953,0.21081
115,3124,1946861,1938,0.211126
116,3092,1949057,1936,0.212713
117,2988,1931625,1945,0.216566
118,3016,1933745,1941,0.218235
119,3004,1933847,1933,0.220129
120,3012,1933991,1928,0.221936
121,3110,1951913,1940,0.221703
122,3061,1952895,1939,0.223423
123,3130,1970706,1927,0.223238
124,3087,1968921,1948,0.225245
125,2972,1947823,1914,0.229507
126,3087,1968288,1944,0.228975
127,3031,1959907,1902,0.231769
128,3021,1959367,1935,0.233603
129,2992,1959976,1953,0.235359
130,2969,1954979,1942,0.237817
131,3045,1967074,1931,0.238174
132,3107,1983775,1964,0.238036
133,2914,1960266,1949,0.242747
134,3083,1981437,1961,0.24191
135,2972,1970213,1932,0.245075
136,3055,1980833,1985,0.245581
137,2993,1977548,1978,0.2478
138,3108,1996397,2029,0.247225
139,3015,1996157,2011,0.249025
140,3008,1996300,2025,0.250708
141,3009,1997901,1986,0.25235
142,3014,2002082,1979,0.253678
143,3019,2004858,1977,0.255102
144,3043,2014673,1976,0.255629
145,2972,2008759,1987,0.258133
146,3005,2013820,1967,0.259258
147,3048,2024656,1963,0.259692
148,2999,2024080,1966,0.261484
149,3041,2028052,2016,0.2627
150,3044,2029308,2000,0.264313
151,2956,2017519,1987,0.267615
152,3060,2033154,2038,0.2673
153,3045,2030723,2011,0.269447
154,3051,2035763,1986,0.270585
155,3001,2032352,1995,0.272823
156,3045,2043267,1988,0.27312
157,2953,2030451,1962,0.276537
158,3079,2049332,2006,0.275762
159,3086,2060834,2011,0.276009
160,3075,2066496,2038,0.277043
161,3042,2065277,2068,0.278974
162,3106,2075417,2062,0.279299
163,2959,2058240,2000,0.283408
164,3058,2072839,2026,0.283148
165,2950,2060697,2011,0.286563
166,2984,2062723,2031,0.288038
167,2977,2063918,2013,0.289603
168,2922,2053506,2047,0.292791
169,2997,2064151,1988,0.29304
170,2933,2054343,2032,0.296102
171,2962,2057879,2011,0.297412
172,2946,2053177,2010,0.299835
173,3027,2069845,2032,0.299195
174,2921,2060337,2022,0.302292
175,2924,2061081,2012,0.303968
176,2941,2064038,2006,0.305283
177,2850,2048849,1997,0.309261
178,3008,2068667,2008,0.307971
179,2976,2074026,2020,0.308925
180,2891,2060255,1996,0.312703
181,2957,2069463,2020,0.313121
182,2955,2075328,2024,0.31398
183,2948,2078011,2015,0.315295
184,3019,2090938,2007,0.315043
185,2933,2084952,2039,0.317703
186,3007,2100120,2080,0.317114
187,2940,2095507,2065,0.31952
188,2948,2094253,2060,0.321374
189,2885,2079648,2045,0.325344
190,2925,2086529,2053,0.326045
191,2937,2088255,2099,0.327495
192,2902,2082948,2063,0.330057
193,2993,2097968,2072,0.329415
194,2937,2096274,2042,0.331418
195,2834,2079740,2065,0.335727
196,2994,2100049,2080,0.334089
197,2946,2097182,2074,0.336272
198,2980,2105865,2076,0.336576
199,3032,2119039,2109,0.336257
200,2920,2111322,2123,0.339204
201,3002,2127505,2143,0.338333
202,2936,2122869,2125,0.340821
203,2858,2108426,2114,0.344924
204,2935,2115372,2091,0.345421
205,2938,2121672,2105,0.346085
206,2911,2118861,2114,0.348224
207,2908,2123328,2076,0.349196
208,2908,2121805,2080,0.351138
209,2911,2123838,2087,0.352503
210,2956,2132561,2112,0.35269
211,2956,2137742,2110,0.353521
212,2907,2133587,2123,0.355853
213,2897,2132014,2126,0.357772
214,2917,2129768,2149,0.359762
215,2941,2138431,2159,0.360047
216,2838,2119793,2108,0.364948
217,2953,2132575,2148,0.364426
218,2807,2111997,2132,0.369682
219,2835,2109213,2107,0.37186
220,2865,2114989,2090,0.372561
221,2837,2111398,2076,0.374833
222,2882,2116596,2085,0.375518
223,2824,2109684,2095,0.378408
224,2872,2116231,2107,0.379027
225,2788,2105345,2077,0.382666
226,2864,2115441,2076,0.382463
227,2889,2121580,2036,0.383002
228,2912,2125314,2044,0.383933
229,2956,2135687,2050,0.383742
230,2864,2129025,2059,0.386773
231,2859,2129777,2073,0.388287
232,2892,2136286,2101,0.38881
233,2941,2145284,2093,0.388902
234,2863,2137938,2085,0.39188
235,2830,2130328,2078,0.394951
236,2783,2117394,2095,0.39896
237,2868,2128385,2078,0.398557
238,2870,2134337,2073,0.399054
239,2777,2126584,2074,0.402173
240,2801,2125613,2096,0.404198
241,2894,2139861,2107,0.40324
242,2841,2133157,2087,0.406263
243,2884,2148295,2084,0.405094
244,2908,2152755,2132,0.405959
245,2837,2146790,2113,0.408814
246,2840,2145417,2104,0.410829
247,2859,2150617,2125,0.411494
248,2923,2162012,2143,0.410954
249,2814,2151915,2141,0.414538
250,2818,2143272,2128,0.417816
251,2859,2152470,2109,0.417722
252,2819,2147408,2109,0.420348
253,2879,2160154,2112,0.419543
254,2887,2168060,2176,0.41971
255,2851,2166401,2152,0.421696
256,2793,2151272,2116,0.426339
257,2835,2154790,2117,0.427276
258,2822,2152403,2115,0.429394
259,2862,2157561,2134,0.43001
260,2868,2157469,2139,0.431712
261,2852,2157809,2138,0.433288
262,2835,2156534,2129,0.435178
263,2763,2141928,2096,0.439775
264,2780,2144927,2060,0.440898
265,2768,2142407,2103,0.443101
266,2841,2151527,2096,0.442913
267,2811,2150767,2094,0.444669
268,2774,2143796,2106,0.447707
269,2777,2144413,2124,0.449259
270,2770,2141036,2128,0.451654
271,2771,2145300,2113,0.452494
272,2830,2154606,2139,0.452202
273,2783,2148517,2132,0.455112
274,2864,2157833,2114,0.454829
275,2737,2145649,2118,0.459105
276,2791,2151477,2126,0.459482
277,2830,2157697,2151,0.459731
278,2721,2147887,2145,0.463577
279,2813,2158223,2143,0.463034
280,2802,2159170,2155,0.46438
281,2746,2150223,2147,0.468072
282,2769,2154282,2122,0.468842
283,2801,2158116,2105,0.469691
284,2617,2129164,2119,0.477717
285,2784,2147172,2129,0.475453
286,2747,2147319,2139,0.477133
287,2792,2157111,2170,0.4766
288,2654,2137743,2161,0.482657
289,2725,2145829,2164,0.482619
290,2753,2151689,2184,0.483004
291,2760,2155309,2190,0.483846
292,2790,2164254,2199,0.483518
293,2724,2156452,2238,0.486951
294,2732,2154502,2194,0.489109
295,2727,2149943,2172,0.491785
296,2749,2155391,2169,0.492158
297,2726,2151961,2163,0.494594
298,2750,2159392,2170,0.494533
299,2766,2162177,2171,0.495548
300,2752,2159554,2179,0.497898
